Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds
10,0:10,150
9,0:15,251
11,0:20,144
9,0:25,235
8,0:30,208
6,0:35,247
7,0:40,273
12,0:45,181
6,0:50,214
7,0:55,191
10,1:00,144
2,1:05,121
7,1:10,188
4,1:15,148
3,1:20,258
5,1:25,171
6,1:30,181
5,1:35,219
7,1:40,210
9,1:45,190
6,1:50,294
2,1:55,197
5,2:00,135
4,2:05,199
4,2:10,225
4,2:15,215
4,2:20,214
2,2:25,210
6,2:30,258
1,2:35,197
9,2:40,208
7,2:45,184
5,2:50,112
3,2:55,192
3,3:00,152
2,3:05,266
3,3:10,188
3,3:15,194
7,3:20,137
5,3:25,261
5,3:30,225
5,3:35,278
5,3:40,215
7,3:45,213
10,3:50,180
9,3:55,184
5,4:00,198
9,4:05,190
14,4:10,121
14,4:15,129
13,4:20,163
31,4:25,171
18,4:30,135
28,4:35,170
37,4:40,205
37,4:45,190
40,4:50,182
50,4:55,540
42,5:00,154
54,5:05,468
59,5:10,416
57,5:15,520
64,5:20,267
65,5:25,390
78,5:30,415
92,5:35,290
106,5:40,483
98,5:45,308
108,5:50,631
86,5:55,494
129,6:00,262
104,6:05,369
134,6:10,268
140,6:15,756
150,6:20,945
126,6:25,733
149,6:30,556
185,6:35,739
163,6:40,557
148,6:45,1259
136,6:50,519
123,6:55,640
127,7:00,465
123,7:05,382
131,7:10,533
138,7:15,1147
96,7:20,330
104,7:25,684
82,7:30,203
71,7:35,281
75,7:40,349
76,7:45,329
66,7:50,296
67,7:55,297
68,8:00,481
89,8:05,476
86,8:10,313
93,8:15,258
57,8:20,349
75,8:25,419
60,8:30,370
79,8:35,520
73,8:40,517
70,8:45,251
74,8:50,311
62,8:55,410
83,9:00,406
79,9:05,298
80,9:10,474
101,9:15,537
94,9:20,432
109,9:25,407
111,9:30,524
112,9:35,725
124,9:40,865
99,9:45,432
119,9:50,637
110,9:55,698
95,10:00,493
104,10:05,497
104,10:10,860
100,10:15,759
133,10:20,777
104,10:25,682
120,10:30,461
112,10:35,754
129,10:40,806
100,10:45,509
111,10:50,409
103,10:55,783
110,11:00,477
107,11:05,375
109,11:10,746
116,11:15,580
125,11:20,822
107,11:25,511
99,11:30,361
115,11:35,363
115,11:40,402
83,11:45,339
90,11:50,571
89,11:55,325
111,12:00,815
73,12:05,488
83,12:10,280
92,12:15,334
100,12:20,369
97,12:25,443
93,12:30,320
110,12:35,433
109,12:40,263
109,12:45,531
105,12:50,447
92,12:55,446
87,13:00,511
105,13:05,451
61,13:10,410
101,13:15,636
104,13:20,762
91,13:25,302
91,13:30,417
90,13:35,482
95,13:40,362
110,13:45,533
111,13:50,519
98,13:55,232
103,14:00,676
89,14:05,343
108,14:10,534
109,14:15,565
103,14:20,322
99,14:25,482
107,14:30,506
97,14:35,269
94,14:40,267
104,14:45,311
116,14:50,668
86,14:55,482
110,15:00,805
94,15:05,460
102,15:10,526
95,15:15,398
79,15:20,353
111,15:25,317
86,15:30,373
106,15:35,472
117,15:40,375
100,15:45,601
112,15:50,377
100,15:55,733
92,16:00,348
87,16:05,519
88,16:10,379
115,16:15,583
86,16:20,268
81,16:25,331
88,16:30,309
108,16:35,805
85,16:40,314
88,16:45,437
83,16:50,488
87,16:55,319
82,17:00,525
81,17:05,452
90,17:10,391
106,17:15,728
95,17:20,314
87,17:25,497
73,17:30,189
73,17:35,365
79,17:40,387
79,17:45,296
81,17:50,427
83,17:55,290
83,18:00,497
75,18:05,392
85,18:10,529
96,18:15,428
87,18:20,279
72,18:25,441
72,18:30,326
81,18:35,390
74,18:40,357
78,18:45,440
63,18:50,467
66,18:55,315
76,19:00,465
63,19:05,309
82,19:10,367
65,19:15,546
81,19:20,463
73,19:25,510
63,19:30,392
76,19:35,391
62,19:40,238
63,19:45,422
53,19:50,348
54,19:55,325
60,20:00,481
54,20:05,394
46,20:10,156
68,20:15,430
74,20:20,269
57,20:25,420
53,20:30,271
55,20:35,362
44,20:40,184
65,20:45,468
36,20:50,209
41,20:55,206
43,21:00,202
53,21:05,446
53,21:10,374
42,21:15,233
57,21:20,448
42,21:25,254
39,21:30,214
45,21:35,263
40,21:40,212
36,21:45,242
38,21:50,171
31,21:55,262
38,22:00,145
34,22:05,232
33,22:10,193
29,22:15,287
36,22:20,175
27,22:25,210
31,22:30,158
21,22:35,115
21,22:40,243
27,22:45,194
17,22:50,275
22,22:55,139
18,23:00,203
18,23:05,173
21,23:10,245
15,23:15,202
26,23:20,175
14,23:25,185
12,23:30,166
15,23:35,219
14,23:40,180
24,23:45,221
14,23:50,210
9,23:55,218
7,0:00,167
8,0:05,175
7,0:10,152
12,0:15,164
7,0:20,193
15,0:25,221
11,0:30,184
11,0:35,175
8,0:40,208
5,0:45,221
4,0:50,140
4,0:55,151
5,1:00,198
6,1:05,187
6,1:10,201
3,1:15,186
1,1:20,203
4,1:25,267
2,1:30,155
6,1:35,223
4,1:40,154
2,1:45,201
8,1:50,212
8,1:55,212
6,2:00,194
2,2:05,233
5,2:10,209
3,2:15,121
4,2:20,121
9,2:25,283
3,2:30,224
7,2:35,266
3,2:40,218
5,2:45,254
6,2:50,204
4,2:55,167
2,3:00,192
3,3:05,173
3,3:10,208
8,3:15,139
4,3:20,201
4,3:25,181
7,3:30,188
8,3:35,217
10,3:40,174
7,3:45,209
7,3:50,148
9,3:55,178
6,4:00,253
12,4:05,199
11,4:10,198
17,4:15,188
8,4:20,246
22,4:25,270
27,4:30,188
30,4:35,235
29,4:40,205
33,4:45,251
40,4:50,177
53,4:55,352
48,5:00,224
64,5:05,429
52,5:10,307
58,5:15,326
70,5:20,296
73,5:25,230
79,5:30,308
103,5:35,649
115,5:40,632
108,5:45,763
96,5:50,385
85,5:55,335
109,6:00,521
118,6:05,641
115,6:10,446
119,6:15,293
132,6:20,537
137,6:25,1082
154,6:30,982
167,6:35,576
179,6:40,683
188,6:45,633
148,6:50,563
125,6:55,724
134,7:00,292
124,7:05,763
136,7:10,1041
102,7:15,668
89,7:20,305
98,7:25,199
75,7:30,167
64,7:35,318
81,7:40,559
74,7:45,266
70,7:50,365
69,7:55,532
77,8:00,250
71,8:05,397
52,8:10,459
76,8:15,354
71,8:20,431
74,8:25,523
75,8:30,401
70,8:35,405
61,8:40,284
68,8:45,343
69,8:50,516
68,8:55,572
79,9:00,468
81,9:05,407
88,9:10,416
108,9:15,555
110,9:20,672
111,9:25,455
113,9:30,743
109,9:35,393
106,9:40,441
122,9:45,360
118,9:50,582
93,9:55,389
98,10:00,378
100,10:05,464
106,10:10,457
125,10:15,724
101,10:20,260
106,10:25,327
117,10:30,423
94,10:35,375
93,10:40,286
122,10:45,691
121,10:50,853
110,10:55,320
106,11:00,326
107,11:05,885
103,11:10,450
95,11:15,473
101,11:20,405
96,11:25,540
98,11:30,355
122,11:35,354
124,11:40,640
109,11:45,843
108,11:50,427
96,11:55,453
93,12:00,338
84,12:05,366
99,12:10,448
100,12:15,458
102,12:20,300
114,12:25,622
112,12:30,410
108,12:35,454
94,12:40,288
89,12:45,475
78,12:50,320
85,12:55,473
92,13:00,310
97,13:05,492
100,13:10,268
96,13:15,290
82,13:20,307
87,13:25,387
91,13:30,432
101,13:35,351
97,13:40,417
90,13:45,454
79,13:50,397
105,13:55,458
104,14:00,608
85,14:05,252
99,14:10,241
103,14:15,767
112,14:20,459
116,14:25,857
94,14:30,394
94,14:35,280
111,14:40,270
95,14:45,354
104,14:50,675
117,14:55,554
103,15:00,698
96,15:05,343
103,15:10,396
97,15:15,263
87,15:20,331
99,15:25,220
113,15:30,573
114,15:35,776
99,15:40,254
115,15:45,309
87,15:50,393
100,15:55,515
99,16:00,405
89,16:05,310
88,16:10,266
117,16:15,653
94,16:20,402
90,16:25,427
91,16:30,334
86,16:35,464
93,16:40,375
82,16:45,248
88,16:50,321
84,16:55,386
84,17:00,462
88,17:05,396
83,17:10,256
98,17:15,343
99,17:20,359
77,17:25,228
89,17:30,298
80,17:35,260
65,17:40,398
96,17:45,239
56,17:50,443
68,17:55,431
65,18:00,291
67,18:05,462
77,18:10,416
69,18:15,453
80,18:20,407
64,18:25,467
77,18:30,279
76,18:35,392
64,18:40,533
64,18:45,472
59,18:50,277
70,18:55,418
56,19:00,382
73,19:05,442
61,19:10,227
69,19:15,267
68,19:20,508
78,19:25,338
61,19:30,450
62,19:35,375
61,19:40,344
49,19:45,159
70,19:50,380
54,19:55,451
62,20:00,529
54,20:05,546
47,20:10,204
49,20:15,220
41,20:20,189
50,20:25,461
42,20:30,278
46,20:35,205
42,20:40,156
46,20:45,215
48,20:50,206
51,20:55,480
41,21:00,263
40,21:05,249
48,21:10,235
38,21:15,173
46,21:20,259
38,21:25,196
39,21:30,227
32,21:35,227
23,21:40,206
42,21:45,197
24,21:50,165
41,21:55,241
24,22:00,146
33,22:05,102
34,22:10,190
27,22:15,238
38,22:20,160
21,22:25,213
30,22:30,247
21,22:35,253
36,22:40,145
23,22:45,201
16,22:50,181
18,22:55,232
18,23:00,218
11,23:05,235
20,23:10,199
13,23:15,269
10,23:20,228
17,23:25,260
15,23:30,219
15,23:35,262
12,23:40,217
15,23:45,242
15,23:50,134
11,23:55,205
11,0:00,185
11,0:05,231
13,0:10,153
11,0:15,218
7,0:20,252
9,0:25,240
11,0:30,188
7,0:35,191
6,0:40,224
9,0:45,205
7,0:50,238
5,0:55,118
3,1:00,149
5,1:05,225
8,1:10,216
8,1:15,206
7,1:20,256
4,1:25,174
3,1:30,251
5,1:35,106
3,1:40,233
6,1:45,260
4,1:50,285
5,1:55,232
6,2:00,210
1,2:05,278
5,2:10,162
3,2:15,165
4,2:20,212
4,2:25,194
6,2:30,189
2,2:35,164
3,2:40,270
1,2:45,210
1,2:50,208
3,2:55,260
2,3:00,130
3,3:05,247
6,3:10,231
3,3:15,250
0,3:20,158
4,3:25,213
6,3:30,263
6,3:35,228
12,3:40,220
8,3:45,182
8,3:50,174
5,3:55,251
3,4:00,156
6,4:05,165
9,4:10,215
18,4:15,178
13,4:20,219
21,4:25,162
21,4:30,184
28,4:35,229
28,4:40,216
26,4:45,208
40,4:50,177
44,4:55,145
42,5:00,240
41,5:05,192
52,5:10,462
76,5:15,272
68,5:20,212
76,5:25,383
66,5:30,415
95,5:35,271
107,5:40,808
110,5:45,694
87,5:50,340
100,5:55,273
119,6:00,447
110,6:05,348
119,6:10,425
117,6:15,364
151,6:20,471
146,6:25,1006
158,6:30,543
149,6:35,775
161,6:40,827
175,6:45,978
149,6:50,1151
132,6:55,854
126,7:00,364
112,7:05,491
106,7:10,454
104,7:15,608
86,7:20,419
95,7:25,407
72,7:30,335
77,7:35,347
47,7:40,236
57,7:45,441
86,7:50,358
78,7:55,416
83,8:00,315
84,8:05,351
86,8:10,287
73,8:15,472
82,8:20,460
74,8:25,270
60,8:30,304
40,8:35,180
55,8:40,350
83,8:45,397
75,8:50,334
67,8:55,448
76,9:00,498
64,9:05,447
65,9:10,470
84,9:15,312
104,9:20,434
92,9:25,399
112,9:30,643
95,9:35,431
120,9:40,333
102,9:45,717
103,9:50,755
102,9:55,466
109,10:00,786
98,10:05,498
119,10:10,556
91,10:15,266
131,10:20,754
111,10:25,682
121,10:30,588
94,10:35,414
110,10:40,432
104,10:45,410
124,10:50,415
89,10:55,401
105,11:00,480
116,11:05,739
117,11:10,299
115,11:15,529
93,11:20,282
102,11:25,775
89,11:30,481
101,11:35,500
97,11:40,178
104,11:45,596
108,11:50,785
91,11:55,406
97,12:00,462
93,12:05,355
99,12:10,532
95,12:15,309
90,12:20,498
104,12:25,698
77,12:30,272
106,12:35,791
101,12:40,784
108,12:45,548
92,12:50,278
104,12:55,711
110,13:00,424
97,13:05,413
99,13:10,417
107,13:15,328
88,13:20,283
91,13:25,427
96,13:30,332
95,13:35,327
112,13:40,654
94,13:45,341
128,13:50,577
107,13:55,285
100,14:00,755
89,14:05,421
95,14:10,450
113,14:15,350
97,14:20,475
97,14:25,321
89,14:30,312
97,14:35,217
102,14:40,529
87,14:45,416
99,14:50,491
111,14:55,759
109,15:00,277
102,15:05,771
103,15:10,788
94,15:15,452
102,15:20,581
95,15:25,310
80,15:30,305
107,15:35,476
101,15:40,364
118,15:45,495
107,15:50,624
95,15:55,528
80,16:00,425
105,16:05,821
99,16:10,397
100,16:15,704
94,16:20,396
84,16:25,463
70,16:30,213
94,16:35,262
110,16:40,458
93,16:45,422
92,16:50,404
76,16:55,271
90,17:00,337
78,17:05,502
100,17:10,339
97,17:15,415
101,17:20,777
90,17:25,474
97,17:30,187
87,17:35,304
92,17:40,500
88,17:45,415
85,17:50,312
76,17:55,423
73,18:00,458
64,18:05,368
77,18:10,334
81,18:15,411
74,18:20,373
80,18:25,333
90,18:30,467
77,18:35,452
85,18:40,492
78,18:45,333
96,18:50,589
74,18:55,407
71,19:00,272
79,19:05,325
80,19:10,316
90,19:15,498
80,19:20,322
79,19:25,494
76,19:30,306
59,19:35,190
68,19:40,431
58,19:45,463
64,19:50,273
57,19:55,552
73,20:00,262
59,20:05,493
65,20:10,345
76,20:15,336
55,20:20,340
61,20:25,325
34,20:30,225
45,20:35,242
60,20:40,493
55,20:45,233
60,20:50,448
36,20:55,277
53,21:00,450
48,21:05,154
50,21:10,357
52,21:15,452
53,21:20,295
33,21:25,203
59,21:30,293
49,21:35,126
43,21:40,230
39,21:45,193
35,21:50,183
32,21:55,113
40,22:00,249
41,22:05,131
43,22:10,224
42,22:15,159
28,22:20,263
30,22:25,202
34,22:30,217
26,22:35,277
23,22:40,286
17,22:45,194
22,22:50,216
15,22:55,142
19,23:00,179
12,23:05,180
17,23:10,198
18,23:15,116
22,23:20,150
13,23:25,258
16,23:30,205
15,23:35,210
17,23:40,280
21,23:45,180
12,23:50,187
13,23:55,236
13,0:00,114
10,0:05,123
17,0:10,190
13,0:15,167
9,0:20,218
15,0:25,197
14,0:30,169
4,0:35,236
5,0:40,160
11,0:45,181
7,0:50,205
6,0:55,144
4,1:00,166
6,1:05,169
6,1:10,192
4,1:15,196
5,1:20,103
2,1:25,279
9,1:30,218
7,1:35,196
3,1:40,117
7,1:45,180
8,1:50,202
6,1:55,187
1,2:00,204
4,2:05,117
4,2:10,236
5,2:15,192
3,2:20,262
5,2:25,211
8,2:30,205
5,2:35,187
4,2:40,207
3,2:45,230
7,2:50,209
4,2:55,244
2,3:00,192
7,3:05,198
6,3:10,177
6,3:15,280
4,3:20,212
3,3:25,175
8,3:30,167
11,3:35,169
9,3:40,254
13,3:45,220
10,3:50,175
8,3:55,228
8,4:00,169
10,4:05,177
10,4:10,157
13,4:15,186
10,4:20,214
13,4:25,254
10,4:30,150
31,4:35,206
32,4:40,208
33,4:45,185
37,4:50,199
42,4:55,229
44,5:00,214
39,5:05,216
52,5:10,442
55,5:15,241
64,5:20,329
71,5:25,451
62,5:30,247
86,5:35,400
100,5:40,576
93,5:45,338
107,5:50,669
81,5:55,219
91,6:00,573
95,6:05,313
102,6:10,696
121,6:15,520
126,6:20,520
135,6:25,707
142,6:30,514
148,6:35,876
176,6:40,888
148,6:45,1291
169,6:50,586
147,6:55,812
146,7:00,1012
134,7:05,349
129,7:10,232
126,7:15,562
117,7:20,609
99,7:25,228
67,7:30,317
76,7:35,303
81,7:40,465
77,7:45,415
77,7:50,334
78,7:55,356
89,8:00,420
97,8:05,305
94,8:10,334
92,8:15,458
79,8:20,430
90,8:25,298
91,8:30,322
85,8:35,353
85,8:40,464
88,8:45,416
93,8:50,266
77,8:55,446
94,9:00,422
75,9:05,228
90,9:10,434
103,9:15,564
115,9:20,421
115,9:25,455
101,9:30,579
117,9:35,625
40,9:40,154
113,9:45,860
110,9:50,730
93,9:55,193
99,10:00,346
121,10:05,311
110,10:10,473
104,10:15,288
116,10:20,369
106,10:25,825
111,10:30,589
100,10:35,229
101,10:40,358
115,10:45,664
105,10:50,661
112,10:55,486
116,11:00,501
115,11:05,628
101,11:10,483
102,11:15,527
104,11:20,651
112,11:25,721
104,11:30,709
98,11:35,492
113,11:40,552
100,11:45,434
105,11:50,737
105,11:55,301
99,12:00,399
96,12:05,387
96,12:10,337
112,12:15,531
97,12:20,435
107,12:25,425
94,12:30,313
101,12:35,422
112,12:40,288
117,12:45,633
116,12:50,467
88,12:55,426
104,13:00,491
106,13:05,862
98,13:10,517
95,13:15,269
104,13:20,592
86,13:25,465
95,13:30,340
112,13:35,717
104,13:40,434
108,13:45,471
88,13:50,431
107,13:55,320
98,14:00,440
100,14:05,471
97,14:10,242
102,14:15,635
109,14:20,365
85,14:25,245
116,14:30,695
102,14:35,260
99,14:40,499
124,14:45,751
100,14:50,608
91,14:55,333
96,15:00,402
96,15:05,326
94,15:10,438
104,15:15,620
94,15:20,430
101,15:25,379
101,15:30,709
100,15:35,382
108,15:40,723
93,15:45,421
104,15:50,431
98,15:55,499
95,16:00,403
86,16:05,296
82,16:10,612
98,16:15,428
100,16:20,505
99,16:25,501
92,16:30,434
89,16:35,284
91,16:40,373
87,16:45,162
81,16:50,362
97,16:55,387
81,17:00,334
91,17:05,366
91,17:10,416
111,17:15,637
93,17:20,541
90,17:25,429
96,17:30,355
74,17:35,423
76,17:40,484
93,17:45,433
68,17:50,338
70,17:55,467
72,18:00,525
75,18:05,384
99,18:10,312
86,18:15,414
82,18:20,212
90,18:25,316
89,18:30,391
98,18:35,285
96,18:40,569
89,18:45,278
84,18:50,435
78,18:55,246
74,19:00,399
70,19:05,544
93,19:10,514
99,19:15,412
105,19:20,548
85,19:25,428
88,19:30,448
73,19:35,316
93,19:40,284
95,19:45,358
82,19:50,528
71,19:55,263
84,20:00,457
62,20:05,520
61,20:10,502
53,20:15,419
57,20:20,340
57,20:25,200
49,20:30,251
76,20:35,560
71,20:40,368
57,20:45,350
79,20:50,347
55,20:55,354
65,21:00,401
60,21:05,410
68,21:10,420
58,21:15,228
45,21:20,157
58,21:25,385
50,21:30,563
61,21:35,348
54,21:40,395
58,21:45,384
44,21:50,160
47,21:55,148
43,22:00,240
44,22:05,209
57,22:10,510
31,22:15,222
47,22:20,218
33,22:25,272
40,22:30,138
44,22:35,201
26,22:40,144
44,22:45,209
39,22:50,176
27,22:55,244
27,23:00,247
32,23:05,156
28,23:10,235
23,23:15,232
30,23:20,163
21,23:25,280
19,23:30,271
26,23:35,193
20,23:40,211
24,23:45,213
22,23:50,165
27,23:55,139
15,0:00,143
13,0:05,200
18,0:10,259
13,0:15,150
14,0:20,151
11,0:25,206
15,0:30,198
13,0:35,221
9,0:40,205
8,0:45,223
11,0:50,206
9,0:55,172
15,1:00,180
10,1:05,255
4,1:10,207
8,1:15,217
11,1:20,142
5,1:25,245
6,1:30,267
9,1:35,230
3,1:40,132
9,1:45,228
5,1:50,193
6,1:55,211
8,2:00,233
5,2:05,185
5,2:10,234
6,2:15,218
6,2:20,127
6,2:25,197
3,2:30,194
7,2:35,209
6,2:40,203
3,2:45,188
6,2:50,180
4,2:55,247
6,3:00,149
5,3:05,279
8,3:10,153
5,3:15,106
9,3:20,223
2,3:25,269
10,3:30,241
15,3:35,196
15,3:40,230
13,3:45,127
11,3:50,268
10,3:55,255
10,4:00,217
13,4:05,172
14,4:10,288
21,4:15,190
30,4:20,238
25,4:25,239
28,4:30,199
29,4:35,271
49,4:40,141
47,4:45,212
50,4:50,448
57,4:55,575
55,5:00,213
48,5:05,141
91,5:10,319
71,5:15,380
87,5:20,518
84,5:25,266
93,5:30,384
87,5:35,367
108,5:40,675
122,5:45,520
110,5:50,666
106,5:55,372
109,6:00,682
124,6:05,420
117,6:10,561
145,6:15,609
152,6:20,830
157,6:25,653
144,6:30,610
165,6:35,803
191,6:40,905
162,6:45,872
136,6:50,1157
137,6:55,525
141,7:00,916
128,7:05,591
115,7:10,785
83,7:15,336
97,7:20,328
92,7:25,411
87,7:30,452
83,7:35,446
78,7:40,474
71,7:45,428
63,7:50,449
62,7:55,254
71,8:00,424
65,8:05,412
68,8:10,476
76,8:15,308
60,8:20,355
69,8:25,380
68,8:30,277
56,8:35,413
69,8:40,351
65,8:45,499
60,8:50,296
71,8:55,269
75,9:00,280
70,9:05,221
78,9:10,508
90,9:15,342
112,9:20,479
119,9:25,665
118,9:30,658
110,9:35,455
98,9:40,454
117,9:45,445
107,9:50,431
119,9:55,664
100,10:00,437
97,10:05,514
103,10:10,636
115,10:15,238
98,10:20,340
103,10:25,679
120,10:30,377
92,10:35,410
124,10:40,300
103,10:45,229
113,10:50,467
112,10:55,688
105,11:00,757
116,11:05,332
97,11:10,397
103,11:15,322
107,11:20,347
107,11:25,857
95,11:30,267
102,11:35,699
113,11:40,777
123,11:45,580
100,11:50,721
81,11:55,455
97,12:00,460
103,12:05,462
80,12:10,499
74,12:15,383
81,12:20,407
94,12:25,504
105,12:30,756
82,12:35,435
89,12:40,500
84,12:45,278
80,12:50,252
92,12:55,318
84,13:00,373
97,13:05,345
92,13:10,389
93,13:15,285
100,13:20,526
97,13:25,385
106,13:30,446
96,13:35,333
89,13:40,481
96,13:45,332
93,13:50,300
96,13:55,276
82,14:00,284
114,14:05,508
92,14:10,280
100,14:15,459
110,14:20,683
100,14:25,738
94,14:30,338
106,14:35,395
103,14:40,830
106,14:45,274
113,14:50,349
101,14:55,499
96,15:00,291
99,15:05,328
89,15:10,332
87,15:15,341
100,15:20,685
97,15:25,486
103,15:30,575
114,15:35,761
112,15:40,729
105,15:45,328
106,15:50,878
130,15:55,398
92,16:00,221
94,16:05,394
95,16:10,418
103,16:15,678
91,16:20,417
88,16:25,289
94,16:30,365
88,16:35,462
80,16:40,277
116,16:45,760
87,16:50,345
91,16:55,317
96,17:00,395
100,17:05,376
94,17:10,341
104,17:15,262
98,17:20,452
98,17:25,238
85,17:30,315
78,17:35,242
73,17:40,210
66,17:45,389
99,17:50,304
75,17:55,253
70,18:00,392
68,18:05,516
70,18:10,453
86,18:15,459
77,18:20,327
65,18:25,393
78,18:30,320
80,18:35,523
73,18:40,262
67,18:45,408
74,18:50,483
72,18:55,410
87,19:00,347
62,19:05,456
76,19:10,381
68,19:15,473
71,19:20,365
59,19:25,327
65,19:30,264
76,19:35,377
56,19:40,494
59,19:45,511
54,19:50,440
66,19:55,347
41,20:00,164
58,20:05,390
58,20:10,481
40,20:15,251
54,20:20,552
46,20:25,269
43,20:30,142
49,20:35,183
38,20:40,167
45,20:45,237
39,20:50,295
37,20:55,269
49,21:00,217
43,21:05,199
45,21:10,201
41,21:15,169
41,21:20,194
33,21:25,199
38,21:30,231
51,21:35,259
26,21:40,238
39,21:45,193
32,21:50,253
34,21:55,143
31,22:00,246
30,22:05,283
26,22:10,156
25,22:15,201
26,22:20,202
22,22:25,229
23,22:30,199
20,22:35,144
19,22:40,228
20,22:45,200
16,22:50,154
20,22:55,182
17,23:00,266
14,23:05,269
13,23:10,176
15,23:15,149
16,23:20,234
10,23:25,157
15,23:30,242
16,23:35,180
15,23:40,120
14,23:45,233
9,23:50,228
11,23:55,204
15,0:00,152
9,0:05,167
12,0:10,122
8,0:15,196
9,0:20,180
9,0:25,235
6,0:30,163
4,0:35,222
7,0:40,210
7,0:45,201
8,0:50,192
7,0:55,199
7,1:00,234
9,1:05,143
4,1:10,164
5,1:15,264
4,1:20,201
5,1:25,195
3,1:30,260
5,1:35,198
4,1:40,202
3,1:45,243
7,1:50,270
6,1:55,179
4,2:00,272
0,2:05,254
2,2:10,184
4,2:15,150
3,2:20,132
5,2:25,183
4,2:30,156
5,2:35,132
0,2:40,118
5,2:45,217
2,2:50,144
2,2:55,154
1,3:00,210
5,3:05,153
2,3:10,220
2,3:15,191
6,3:20,222
6,3:25,150
10,3:30,147
5,3:35,181
10,3:40,236
6,3:45,252
13,3:50,185
5,3:55,139
7,4:00,223
11,4:05,180
12,4:10,261
10,4:15,213
11,4:20,283
19,4:25,189
24,4:30,118
26,4:35,184
31,4:40,222
38,4:45,156
45,4:50,210
44,4:55,160
52,5:00,331
59,5:05,542
60,5:10,184
66,5:15,390
68,5:20,375
70,5:25,381
86,5:30,482
92,5:35,442
100,5:40,347
104,5:45,361
115,5:50,445
93,5:55,504
116,6:00,454
110,6:05,739
107,6:10,348
138,6:15,883
161,6:20,1111
157,6:25,610
137,6:30,1259
183,6:35,797
178,6:40,730
172,6:45,1071
146,6:50,918
139,6:55,1030
121,7:00,627
127,7:05,320
88,7:10,408
94,7:15,484
89,7:20,449
79,7:25,399
88,7:30,478
88,7:35,524
76,7:40,413
73,7:45,409
79,7:50,326
74,7:55,360
69,8:00,394
56,8:05,418
63,8:10,452
50,8:15,421
70,8:20,292
67,8:25,317
75,8:30,401
70,8:35,456
63,8:40,434
73,8:45,420
74,8:50,467
80,8:55,261
71,9:00,455
78,9:05,389
73,9:10,365
97,9:15,537
91,9:20,366
118,9:25,371
121,9:30,715
108,9:35,717
119,9:40,796
107,9:45,666
100,9:50,601
109,9:55,721
101,10:00,540
121,10:05,517
107,10:10,432
114,10:15,505
114,10:20,408
113,10:25,346
108,10:30,610
119,10:35,846
113,10:40,479
120,10:45,688
118,10:50,555
106,10:55,489
131,11:00,472
101,11:05,636
81,11:10,368
103,11:15,286
115,11:20,486
103,11:25,426
120,11:30,488
126,11:35,325
98,11:40,276
98,11:45,359
92,11:50,251
84,11:55,298
106,12:00,502
103,12:05,729
110,12:10,791
101,12:15,346
97,12:20,440
109,12:25,663
99,12:30,546
92,12:35,309
93,12:40,316
111,12:45,265
91,12:50,386
84,12:55,367
70,13:00,330
89,13:05,449
91,13:10,285
94,13:15,334
103,13:20,768
105,13:25,528
89,13:30,276
95,13:35,297
100,13:40,789
96,13:45,279
102,13:50,453
103,13:55,611
112,14:00,819
91,14:05,447
89,14:10,314
106,14:15,347
121,14:20,859
106,14:25,300
101,14:30,594
107,14:35,655
114,14:40,460
121,14:45,806
118,14:50,449
97,14:55,439
100,15:00,816
97,15:05,284
95,15:10,346
109,15:15,650
90,15:20,394
97,15:25,288
102,15:30,562
112,15:35,398
96,15:40,522
119,15:45,749
107,15:50,747
104,15:55,553
96,16:00,349
96,16:05,470
92,16:10,424
95,16:15,351
94,16:20,407
99,16:25,312
97,16:30,350
88,16:35,189
90,16:40,487
92,16:45,378
85,16:50,403
114,16:55,726
104,17:00,253
89,17:05,211
83,17:10,362
103,17:15,565
85,17:20,434
95,17:25,350
100,17:30,437
84,17:35,543
75,17:40,513
92,17:45,280
69,17:50,309
85,17:55,398
69,18:00,463
68,18:05,250
81,18:10,377
88,18:15,514
89,18:20,299
93,18:25,377
75,18:30,305
70,18:35,508
73,18:40,343
78,18:45,281
73,18:50,299
61,18:55,377
59,19:00,451
79,19:05,344
71,19:10,470
76,19:15,453
83,19:20,463
64,19:25,529
60,19:30,417
73,19:35,384
78,19:40,438
62,19:45,397
67,19:50,195
64,19:55,453
65,20:00,439
55,20:05,241
71,20:10,369
68,20:15,206
61,20:20,294
49,20:25,220
62,20:30,407
61,20:35,227
53,20:40,528
50,20:45,350
47,20:50,184
44,20:55,209
39,21:00,207
32,21:05,168
51,21:10,431
44,21:15,137
49,21:20,191
52,21:25,316
42,21:30,288
41,21:35,244
39,21:40,233
45,21:45,171
29,21:50,172
32,21:55,187
29,22:00,223
37,22:05,128
43,22:10,198
42,22:15,232
27,22:20,169
29,22:25,139
28,22:30,262
28,22:35,198
25,22:40,178
17,22:45,157
19,22:50,257
30,22:55,212
19,23:00,210
24,23:05,239
20,23:10,250
13,23:15,155
20,23:20,279
13,23:25,137
13,23:30,263
14,23:35,213
10,23:40,237
14,23:45,184
15,23:50,245
16,23:55,156
11,0:00,198
14,0:05,198
14,0:10,124
7,0:15,254
10,0:20,136
12,0:25,136
12,0:30,206
8,0:35,256
10,0:40,177
6,0:45,189
7,0:50,148
6,0:55,132
5,1:00,236
11,1:05,197
7,1:10,213
8,1:15,198
11,1:20,206
