Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds
38,21:45,223
24,21:50,247
41,21:55,128
34,22:00,190
33,22:05,136
21,22:10,220
42,22:15,203
30,22:20,167
21,22:25,240
24,22:30,199
25,22:35,156
23,22:40,239
25,22:45,229
20,22:50,256
22,22:55,272
17,23:00,133
25,23:05,269
21,23:10,237
16,23:15,207
8,23:20,186
12,23:25,128
15,23:30,250
9,23:35,224
11,23:40,216
15,23:45,135
13,23:50,229
9,23:55,251
6,0:00,142
11,0:05,234
6,0:10,253
10,0:15,276
9,0:20,253
9,0:25,195
7,0:30,250
4,0:35,179
5,0:40,174
8,0:45,189
12,0:50,275
4,0:55,188
9,1:00,195
6,1:05,234
2,1:10,231
7,1:15,182
6,1:20,206
6,1:25,205
9,1:30,202
5,1:35,189
9,1:40,236
4,1:45,149
5,1:50,247
2,1:55,125
6,2:00,191
7,2:05,192
6,2:10,213
5,2:15,162
2,2:20,217
3,2:25,198
5,2:30,250
4,2:35,165
9,2:40,227
3,2:45,269
5,2:50,215
2,2:55,268
4,3:00,180
2,3:05,161
9,3:10,221
3,3:15,272
3,3:20,139
11,3:25,159
8,3:30,157
10,3:35,197
7,3:40,230
7,3:45,226
13,3:50,219
8,3:55,184
9,4:00,197
15,4:05,213
15,4:10,176
14,4:15,223
13,4:20,180
20,4:25,156
17,4:30,217
23,4:35,206
37,4:40,135
36,4:45,225
46,4:50,190
46,4:55,176
53,5:00,382
67,5:05,567
57,5:10,257
69,5:15,358
66,5:20,383
82,5:25,361
83,5:30,355
93,5:35,343
102,5:40,781
110,5:45,506
86,5:50,461
98,5:55,450
103,6:00,571
99,6:05,242
127,6:10,440
130,6:15,507
132,6:20,384
156,6:25,1212
157,6:30,1086
166,6:35,1065
151,6:40,1107
195,6:45,1140
150,6:50,627
139,6:55,500
148,7:00,482
147,7:05,971
134,7:10,817
137,7:15,986
133,7:20,735
111,7:25,336
93,7:30,286
61,7:35,384
83,7:40,465
77,7:45,241
70,7:50,519
74,7:55,500
76,8:00,472
65,8:05,359
64,8:10,418
72,8:15,411
70,8:20,273
63,8:25,420
71,8:30,340
72,8:35,384
83,8:40,243
69,8:45,382
74,8:50,397
66,8:55,462
77,9:00,443
75,9:05,376
61,9:10,470
86,9:15,260
106,9:20,252
111,9:25,471
109,9:30,533
102,9:35,809
112,9:40,580
112,9:45,452
105,9:50,590
101,9:55,407
123,10:00,702
103,10:05,837
109,10:10,489
120,10:15,793
106,10:20,576
103,10:25,792
112,10:30,858
115,10:35,837
105,10:40,741
114,10:45,355
102,10:50,509
101,10:55,885
93,11:00,386
91,11:05,319
92,11:10,423
93,11:15,502
98,11:20,493
97,11:25,292
120,11:30,723
95,11:35,331
82,11:40,275
108,11:45,737
58,11:50,261
78,11:55,392
98,12:00,371
92,12:05,282
83,12:10,468
98,12:15,424
96,12:20,467
76,12:25,496
81,12:30,448
94,12:35,456
107,12:40,477
108,12:45,817
93,12:50,372
98,12:55,364
95,13:00,324
84,13:05,318
81,13:10,343
75,13:15,439
113,13:20,610
97,13:25,361
102,13:30,347
97,13:35,468
94,13:40,455
89,13:45,367
101,13:50,617
91,13:55,364
99,14:00,430
84,14:05,401
96,14:10,400
115,14:15,404
105,14:20,485
96,14:25,492
75,14:30,257
100,14:35,527
91,14:40,390
109,14:45,636
95,14:50,395
107,14:55,331
111,15:00,559
93,15:05,557
89,15:10,324
105,15:15,582
92,15:20,449
97,15:25,489
95,15:30,392
95,15:35,306
97,15:40,284
105,15:45,478
110,15:50,374
120,15:55,534
110,16:00,745
105,16:05,713
89,16:10,491
92,16:15,395
90,16:20,338
101,16:25,337
85,16:30,332
77,16:35,322
98,16:40,311
110,16:45,800
99,16:50,356
102,16:55,456
81,17:00,314
99,17:05,473
107,17:10,753
90,17:15,505
100,17:20,705
87,17:25,303
91,17:30,365
80,17:35,329
87,17:40,367
87,17:45,432
72,17:50,389
74,17:55,312
70,18:00,224
75,18:05,278
77,18:10,388
84,18:15,495
84,18:20,514
81,18:25,372
63,18:30,407
87,18:35,459
75,18:40,332
73,18:45,315
76,18:50,300
75,18:55,231
73,19:00,385
76,19:05,399
69,19:10,222
73,19:15,553
61,19:20,354
68,19:25,432
70,19:30,310
74,19:35,449
73,19:40,384
81,19:45,327
68,19:50,419
59,19:55,471
52,20:00,298
47,20:05,197
56,20:10,431
58,20:15,312
55,20:20,362
44,20:25,260
52,20:30,280
44,20:35,189
47,20:40,283
46,20:45,132
44,20:50,225
49,20:55,139
38,21:00,210
42,21:05,192
48,21:10,142
42,21:15,226
47,21:20,196
37,21:25,204
44,21:30,193
48,21:35,241
29,21:40,276
43,21:45,260
31,21:50,202
27,21:55,173
30,22:00,152
29,22:05,145
30,22:10,200
36,22:15,181
27,22:20,185
24,22:25,211
28,22:30,205
22,22:35,232
25,22:40,178
20,22:45,220
20,22:50,131
16,22:55,254
25,23:00,239
25,23:05,271
19,23:10,144
25,23:15,174
20,23:20,186
14,23:25,238
10,23:30,230
15,23:35,179
12,23:40,210
15,23:45,175
16,23:50,258
17,23:55,152
17,0:00,240
8,0:05,173
11,0:10,199
10,0:15,229
9,0:20,157
11,0:25,148
17,0:30,253
7,0:35,179
7,0:40,125
8,0:45,225
7,0:50,198
3,0:55,241
3,1:00,219
9,1:05,150
4,1:10,154
4,1:15,233
5,1:20,161
4,1:25,278
1,1:30,206
5,1:35,240
2,1:40,137
4,1:45,212
3,1:50,160
2,1:55,220
4,2:00,194
7,2:05,285
4,2:10,254
6,2:15,168
5,2:20,285
4,2:25,228
4,2:30,243
2,2:35,154
4,2:40,233
6,2:45,274
3,2:50,224
4,2:55,256
5,3:00,136
4,3:05,235
3,3:10,274
6,3:15,171
2,3:20,250
3,3:25,223
3,3:30,193
7,3:35,179
8,3:40,154
13,3:45,205
5,3:50,189
8,3:55,209
6,4:00,142
13,4:05,101
13,4:10,240
13,4:15,290
12,4:20,254
19,4:25,183
27,4:30,208
25,4:35,189
29,4:40,269
29,4:45,132
42,4:50,209
39,4:55,283
40,5:00,178
50,5:05,428
54,5:10,432
48,5:15,253
67,5:20,292
71,5:25,471
74,5:30,316
87,5:35,298
103,5:40,497
99,5:45,351
91,5:50,336
93,5:55,456
96,6:00,408
97,6:05,245
113,6:10,539
120,6:15,600
121,6:20,632
139,6:25,744
153,6:30,420
173,6:35,538
155,6:40,715
164,6:45,1086
181,6:50,659
139,6:55,962
143,7:00,900
145,7:05,854
130,7:10,376
134,7:15,421
122,7:20,545
98,7:25,356
92,7:30,494
86,7:35,289
84,7:40,471
78,7:45,383
82,7:50,509
70,7:55,402
90,8:00,281
79,8:05,451
75,8:10,389
88,8:15,272
83,8:20,257
71,8:25,273
71,8:30,405
82,8:35,499
74,8:40,363
84,8:45,461
71,8:50,576
92,8:55,230
87,9:00,307
82,9:05,443
117,9:10,576
118,9:15,503
113,9:20,531
121,9:25,357
125,9:30,466
109,9:35,685
112,9:40,331
109,9:45,617
105,9:50,586
98,9:55,493
100,10:00,620
97,10:05,310
121,10:10,550
101,10:15,694
111,10:20,340
101,10:25,475
109,10:30,764
101,10:35,923
111,10:40,640
110,10:45,705
98,10:50,440
93,10:55,441
86,11:00,315
82,11:05,378
111,11:10,331
120,11:15,792
113,11:20,786
118,11:25,782
121,11:30,396
99,11:35,400
100,11:40,312
110,11:45,357
109,11:50,355
95,11:55,483
83,12:00,294
84,12:05,433
83,12:10,257
86,12:15,559
114,12:20,598
104,12:25,604
100,12:30,698
115,12:35,332
105,12:40,592
92,12:45,318
89,12:50,505
80,12:55,434
78,13:00,453
86,13:05,534
90,13:10,343
101,13:15,572
88,13:20,238
104,13:25,691
81,13:30,426
99,13:35,499
100,13:40,362
91,13:45,290
102,13:50,553
66,13:55,287
97,14:00,455
89,14:05,304
93,14:10,278
107,14:15,354
89,14:20,425
106,14:25,395
97,14:30,377
101,14:35,579
102,14:40,780
104,14:45,539
113,14:50,424
100,14:55,828
94,15:00,463
84,15:05,383
94,15:10,448
111,15:15,397
117,15:20,684
123,15:25,460
91,15:30,449
118,15:35,692
106,15:40,625
101,15:45,228
93,15:50,272
97,15:55,322
97,16:00,453
99,16:05,400
115,16:10,826
119,16:15,879
112,16:20,351
92,16:25,356
107,16:30,368
101,16:35,364
105,16:40,579
104,16:45,678
96,16:50,344
88,16:55,484
105,17:00,622
85,17:05,375
94,17:10,292
121,17:15,770
112,17:20,659
105,17:25,561
96,17:30,407
84,17:35,478
88,17:40,234
85,17:45,305
69,17:50,283
67,17:55,312
88,18:00,455
78,18:05,259
64,18:10,331
89,18:15,252
86,18:20,337
75,18:25,513
73,18:30,330
86,18:35,315
87,18:40,358
88,18:45,352
73,18:50,311
92,18:55,430
74,19:00,373
67,19:05,262
75,19:10,288
71,19:15,515
65,19:20,428
65,19:25,291
51,19:30,388
75,19:35,385
63,19:40,430
57,19:45,301
66,19:50,457
56,19:55,524
57,20:00,516
62,20:05,221
46,20:10,213
58,20:15,558
56,20:20,532
48,20:25,131
45,20:30,204
42,20:35,185
46,20:40,126
49,20:45,182
50,20:50,300
47,20:55,174
38,21:00,138
44,21:05,154
53,21:10,354
48,21:15,230
46,21:20,126
53,21:25,392
45,21:30,198
43,21:35,193
41,21:40,244
35,21:45,274
32,21:50,251
35,21:55,148
34,22:00,145
29,22:05,164
27,22:10,191
31,22:15,203
36,22:20,141
34,22:25,110
32,22:30,285
25,22:35,136
29,22:40,194
26,22:45,183
21,22:50,162
16,22:55,154
15,23:00,256
16,23:05,233
17,23:10,196
22,23:15,165
17,23:20,205
13,23:25,259
12,23:30,234
9,23:35,173
19,23:40,237
14,23:45,226
11,23:50,188
13,23:55,209
9,0:00,223
13,0:05,255
8,0:10,206
6,0:15,198
6,0:20,263
7,0:25,259
7,0:30,263
10,0:35,126
7,0:40,232
7,0:45,212
5,0:50,141
7,0:55,164
2,1:00,150
8,1:05,108
2,1:10,191
6,1:15,134
3,1:20,218
5,1:25,134
7,1:30,194
4,1:35,199
5,1:40,223
3,1:45,153
3,1:50,131
3,1:55,159
5,2:00,261
3,2:05,197
9,2:10,242
3,2:15,188
4,2:20,205
3,2:25,168
5,2:30,206
3,2:35,262
3,2:40,215
3,2:45,278
5,2:50,196
3,2:55,167
2,3:00,207
5,3:05,225
5,3:10,145
3,3:15,153
2,3:20,163
4,3:25,172
5,3:30,187
5,3:35,220
3,3:40,211
10,3:45,150
4,3:50,180
4,3:55,199
8,4:00,248
12,4:05,183
21,4:10,218
9,4:15,201
13,4:20,257
17,4:25,211
21,4:30,143
25,4:35,225
22,4:40,185
39,4:45,199
47,4:50,175
42,4:55,232
46,5:00,259
50,5:05,511
69,5:10,263
48,5:15,240
67,5:20,308
63,5:25,410
84,5:30,459
88,5:35,208
101,5:40,625
116,5:45,495
86,5:50,476
86,5:55,471
87,6:00,447
104,6:05,665
119,6:10,647
135,6:15,1009
136,6:20,1107
130,6:25,727
146,6:30,606
147,6:35,679
159,6:40,1225
167,6:45,1056
154,6:50,607
148,6:55,562
156,7:00,1065
136,7:05,1142
137,7:10,660
138,7:15,959
144,7:20,1001
115,7:25,294
97,7:30,307
92,7:35,407
82,7:40,282
73,7:45,242
83,7:50,458
75,7:55,388
78,8:00,381
103,8:05,317
83,8:10,375
88,8:15,561
96,8:20,390
93,8:25,491
85,8:30,365
95,8:35,525
81,8:40,473
94,8:45,531
91,8:50,283
96,8:55,483
89,9:00,520
108,9:05,395
99,9:10,285
105,9:15,569
112,9:20,463
115,9:25,616
132,9:30,706
128,9:35,525
130,9:40,451
125,9:45,492
111,9:50,681
125,9:55,349
110,10:00,552
103,10:05,379
110,10:10,624
116,10:15,418
106,10:20,783
122,10:25,315
118,10:30,449
116,10:35,489
112,10:40,363
113,10:45,484
100,10:50,425
106,10:55,588
88,11:00,372
99,11:05,355
101,11:10,653
104,11:15,338
124,11:20,624
107,11:25,533
113,11:30,379
119,11:35,408
106,11:40,430
111,11:45,713
99,11:50,445
91,11:55,373
103,12:00,751
90,12:05,360
77,12:10,432
99,12:15,420
92,12:20,356
93,12:25,389
82,12:30,354
107,12:35,307
104,12:40,319
98,12:45,457
93,12:50,393
80,12:55,384
96,13:00,419
95,13:05,444
87,13:10,481
93,13:15,567
110,13:20,517
101,13:25,316
100,13:30,625
103,13:35,712
99,13:40,342
120,13:45,527
86,13:50,430
94,13:55,524
89,14:00,363
95,14:05,294
94,14:10,417
103,14:15,498
119,14:20,369
107,14:25,748
96,14:30,296
94,14:35,431
94,14:40,564
97,14:45,359
83,14:50,477
104,14:55,352
107,15:00,478
112,15:05,787
89,15:10,359
103,15:15,700
121,15:20,711
109,15:25,315
91,15:30,316
121,15:35,569
115,15:40,581
105,15:45,423
103,15:50,254
86,15:55,351
106,16:00,411
104,16:05,309
85,16:10,378
94,16:15,561
98,16:20,356
93,16:25,395
90,16:30,512
96,16:35,423
111,16:40,550
100,16:45,542
85,16:50,400
83,16:55,328
99,17:00,505
93,17:05,415
102,17:10,464
110,17:15,349
112,17:20,694
103,17:25,624
88,17:30,377
77,17:35,423
76,17:40,423
104,17:45,475
92,17:50,280
85,17:55,321
64,18:00,493
77,18:05,345
83,18:10,389
83,18:15,385
91,18:20,433
79,18:25,485
85,18:30,388
73,18:35,350
81,18:40,462
82,18:45,374
81,18:50,346
60,18:55,452
74,19:00,234
73,19:05,281
79,19:10,326
74,19:15,395
80,19:20,351
76,19:25,483
77,19:30,457
68,19:35,423
83,19:40,205
67,19:45,323
61,19:50,426
47,19:55,179
67,20:00,285
55,20:05,345
67,20:10,474
62,20:15,290
63,20:20,475
72,20:25,351
43,20:30,250
53,20:35,390
49,20:40,199
64,20:45,388
46,20:50,169
54,20:55,286
51,21:00,311
39,21:05,247
45,21:10,246
59,21:15,294
45,21:20,146
49,21:25,164
40,21:30,212
40,21:35,195
37,21:40,161
35,21:45,181
36,21:50,201
38,21:55,258
41,22:00,245
29,22:05,235
35,22:10,166
42,22:15,202
36,22:20,253
37,22:25,130
22,22:30,139
32,22:35,231
19,22:40,204
23,22:45,184
20,22:50,139
21,22:55,252
21,23:00,159
23,23:05,224
17,23:10,188
17,23:15,131
20,23:20,266
19,23:25,182
19,23:30,154
8,23:35,256
17,23:40,163
20,23:45,182
11,23:50,214
10,23:55,162
13,0:00,160
12,0:05,242
9,0:10,191
9,0:15,169
10,0:20,163
7,0:25,203
9,0:30,196
7,0:35,203
11,0:40,219
13,0:45,202
10,0:50,221
9,0:55,276
9,1:00,285
5,1:05,172
4,1:10,216
8,1:15,259
4,1:20,192
3,1:25,189
3,1:30,253
2,1:35,232
5,1:40,228
1,1:45,218
4,1:50,188
5,1:55,210
8,2:00,236
4,2:05,258
3,2:10,227
2,2:15,222
4,2:20,158
5,2:25,216
6,2:30,271
6,2:35,275
8,2:40,127
6,2:45,129
5,2:50,278
6,2:55,237
7,3:00,154
2,3:05,182
6,3:10,111
5,3:15,206
2,3:20,217
4,3:25,171
2,3:30,181
6,3:35,187
8,3:40,201
6,3:45,126
6,3:50,187
8,3:55,141
3,4:00,267
10,4:05,258
17,4:10,139
17,4:15,224
10,4:20,187
11,4:25,259
14,4:30,152
16,4:35,221
33,4:40,166
31,4:45,215
38,4:50,214
31,4:55,147
34,5:00,194
47,5:05,192
46,5:10,198
50,5:15,480
54,5:20,429
60,5:25,610
67,5:30,414
82,5:35,341
86,5:40,197
74,5:45,548
82,5:50,269
80,5:55,531
98,6:00,236
103,6:05,541
118,6:10,538
117,6:15,772
122,6:20,611
120,6:25,520
139,6:30,606
150,6:35,676
153,6:40,1188
150,6:45,711
143,6:50,1013
151,6:55,865
158,7:00,1119
140,7:05,603
143,7:10,541
128,7:15,719
124,7:20,794
113,7:25,670
120,7:30,562
95,7:35,407
90,7:40,280
82,7:45,490
83,7:50,432
89,7:55,325
94,8:00,216
91,8:05,314
98,8:10,367
97,8:15,449
93,8:20,399
86,8:25,458
84,8:30,263
94,8:35,482
91,8:40,230
96,8:45,301
85,8:50,206
99,8:55,293
86,9:00,266
102,9:05,390
98,9:10,318
114,9:15,652
119,9:20,784
114,9:25,724
117,9:30,709
124,9:35,448
116,9:40,875
118,9:45,311
106,9:50,553
101,9:55,867
110,10:00,640
112,10:05,692
105,10:10,739
102,10:15,470
111,10:20,590
125,10:25,682
109,10:30,522
105,10:35,725
125,10:40,244
117,10:45,601
98,10:50,235
108,10:55,779
106,11:00,293
119,11:05,249
102,11:10,615
79,11:15,361
109,11:20,686
89,11:25,363
105,11:30,688
126,11:35,628
105,11:40,845
118,11:45,337
121,11:50,703
105,11:55,387
107,12:00,317
83,12:05,374
116,12:10,806
106,12:15,311
104,12:20,616
115,12:25,411
117,12:30,727
106,12:35,411
96,12:40,462
109,12:45,345
118,12:50,493
87,12:55,408
129,13:00,320
104,13:05,808
92,13:10,369
108,13:15,289
124,13:20,486
110,13:25,396
109,13:30,456
100,13:35,829
102,13:40,501
104,13:45,680
118,13:50,823
121,13:55,790
116,14:00,428
119,14:05,710
102,14:10,493
101,14:15,697
114,14:20,690
101,14:25,443
79,14:30,336
86,14:35,527
113,14:40,692
113,14:45,851
115,14:50,602
104,14:55,777
123,15:00,641
115,15:05,609
98,15:10,357
90,15:15,268
117,15:20,344
101,15:25,435
92,15:30,338
114,15:35,613
95,15:40,349
115,15:45,528
104,15:50,551
99,15:55,433
110,16:00,265
109,16:05,585
91,16:10,425
98,16:15,307
94,16:20,376
97,16:25,216
99,16:30,294
98,16:35,532
87,16:40,475
93,16:45,401
82,16:50,343
87,16:55,470
101,17:00,544
83,17:05,425
94,17:10,420
104,17:15,396
86,17:20,244
86,17:25,231
82,17:30,440
87,17:35,180
103,17:40,496
83,17:45,383
83,17:50,252
87,17:55,260
63,18:00,291
84,18:05,483
73,18:10,502
77,18:15,420
83,18:20,303
87,18:25,227
78,18:30,471
81,18:35,410
73,18:40,340
84,18:45,498
92,18:50,396
89,18:55,348
95,19:00,343
119,19:05,331
101,19:10,510
94,19:15,404
88,19:20,519
95,19:25,316
93,19:30,446
82,19:35,469
77,19:40,302
86,19:45,496
74,19:50,421
72,19:55,300
72,20:00,314
74,20:05,528
67,20:10,406
67,20:15,502
59,20:20,255
63,20:25,258
63,20:30,467
57,20:35,290
51,20:40,466
52,20:45,392
54,20:50,333
49,20:55,271
46,21:00,181
56,21:05,215
60,21:10,301
50,21:15,271
49,21:20,219
43,21:25,196
48,21:30,130
53,21:35,533
52,21:40,459
41,21:45,218
45,21:50,176
47,21:55,210
35,22:00,202
37,22:05,136
38,22:10,246
46,22:15,171
59,22:20,331
44,22:25,233
36,22:30,172
40,22:35,199
28,22:40,136
38,22:45,214
23,22:50,258
29,22:55,203
20,23:00,208
31,23:05,178
23,23:10,200
27,23:15,214
28,23:20,198
22,23:25,112
25,23:30,239
21,23:35,180
33,23:40,196
31,23:45,205
18,23:50,265
19,23:55,155
13,0:00,104
20,0:05,212
7,0:10,196
8,0:15,175
6,0:20,184
5,0:25,186
5,0:30,171
10,0:35,229
12,0:40,253
9,0:45,259
11,0:50,261
7,0:55,278
8,1:00,176
5,1:05,169
5,1:10,202
7,1:15,227
8,1:20,172
4,1:25,265
0,1:30,248
7,1:35,270
8,1:40,187
8,1:45,217
8,1:50,190
5,1:55,185
3,2:00,161
5,2:05,237
1,2:10,168
7,2:15,157
1,2:20,218
2,2:25,152
4,2:30,185
4,2:35,257
4,2:40,259
5,2:45,232
7,2:50,204
3,2:55,159
2,3:00,190
4,3:05,181
4,3:10,124
4,3:15,188
6,3:20,158
5,3:25,211
7,3:30,195
14,3:35,174
6,3:40,228
8,3:45,265
8,3:50,238
7,3:55,213
6,4:00,251
9,4:05,201
10,4:10,265
11,4:15,266
12,4:20,222
15,4:25,123
22,4:30,231
22,4:35,259
23,4:40,212
23,4:45,264
37,4:50,202
40,4:55,155
32,5:00,201
54,5:05,271
46,5:10,214
54,5:15,454
51,5:20,404
55,5:25,332
59,5:30,390
77,5:35,306
97,5:40,310
74,5:45,495
70,5:50,481
99,5:55,238
101,6:00,654
90,6:05,420
109,6:10,668
106,6:15,752
136,6:20,1284
134,6:25,879
147,6:30,1064
142,6:35,989
169,6:40,888
134,6:45,358
168,6:50,443
145,6:55,1133
140,7:00,531
160,7:05,511
159,7:10,889
135,7:15,728
123,7:20,700
116,7:25,787
113,7:30,652
99,7:35,373
99,7:40,400
90,7:45,246
101,7:50,446
94,7:55,270
87,8:00,391
93,8:05,329
102,8:10,480
83,8:15,283
83,8:20,228
94,8:25,357
96,8:30,547
95,8:35,309
95,8:40,363
100,8:45,660
95,8:50,300
88,8:55,387
83,9:00,266
92,9:05,531
102,9:10,677
98,9:15,480
109,9:20,786
120,9:25,381
134,9:30,443
116,9:35,775
105,9:40,883
123,9:45,406
96,9:50,499
115,9:55,758
105,10:00,231
110,10:05,409
98,10:10,483
108,10:15,794
118,10:20,417
108,10:25,571
105,10:30,476
105,10:35,529
106,10:40,481
109,10:45,408
111,10:50,479
91,10:55,367
89,11:00,358
99,11:05,464
102,11:10,634
104,11:15,578
114,11:20,379
113,11:25,286
125,11:30,871
121,11:35,426
98,11:40,521
96,11:45,507
117,11:50,629
97,11:55,480
95,12:00,493
113,12:05,763
105,12:10,309
96,12:15,298
97,12:20,494
95,12:25,414
90,12:30,246
93,12:35,415
103,12:40,689
111,12:45,560
111,12:50,821
91,12:55,346
107,13:00,475
90,13:05,421
117,13:10,715
102,13:15,788
100,13:20,439
116,13:25,806
94,13:30,231
89,13:35,470
100,13:40,478
100,13:45,307
93,13:50,475
88,13:55,340
105,14:00,363
119,14:05,809
110,14:10,594
95,14:15,310
107,14:20,264
122,14:25,633
114,14:30,284
97,14:35,367
116,14:40,193
113,14:45,345
101,14:50,552
96,14:55,250
105,15:00,611
104,15:05,730
84,15:10,440
99,15:15,452
100,15:20,602
104,15:25,572
98,15:30,403
99,15:35,431
109,15:40,622
115,15:45,559
101,15:50,356
106,15:55,378
109,16:00,666
92,16:05,243
107,16:10,619
109,16:15,376
103,16:20,406
117,16:25,366
75,16:30,226
102,16:35,850
93,16:40,302
93,16:45,527
96,16:50,465
87,16:55,262
93,17:00,401
87,17:05,543
95,17:10,298
94,17:15,429
105,17:20,827
95,17:25,234
94,17:30,355
85,17:35,432
91,17:40,262
88,17:45,429
82,17:50,365
83,17:55,429
75,18:00,523
70,18:05,293
70,18:10,331
83,18:15,351
86,18:20,317
102,18:25,456
101,18:30,627
89,18:35,495
94,18:40,371
81,18:45,316
98,18:50,552
91,18:55,348
91,19:00,367
100,19:05,339
90,19:10,518
84,19:15,249
114,19:20,845
93,19:25,286
73,19:30,297
73,19:35,386
77,19:40,421
81,19:45,404
81,19:50,466
79,19:55,199
70,20:00,314
78,20:05,322
70,20:10,451
63,20:15,357
49,20:20,282
70,20:25,454
47,20:30,162
54,20:35,241
59,20:40,357
60,20:45,399
52,20:50,369
48,20:55,197
63,21:00,409
46,21:05,162
35,21:10,218
48,21:15,226
51,21:20,336
61,21:25,380
44,21:30,206
50,21:35,277
54,21:40,321
40,21:45,178
37,21:50,176
44,21:55,190
39,22:00,200
40,22:05,248
42,22:10,233
39,22:15,268
45,22:20,123
40,22:25,226
44,22:30,141
33,22:35,132
35,22:40,214
39,22:45,261
34,22:50,150
33,22:55,172
22,23:00,204
27,23:05,149
31,23:10,187
25,23:15,170
24,23:20,116
20,23:25,176
23,23:30,229
25,23:35,176
34,23:40,165
25,23:45,247
30,23:50,274
9,23:55,233
10,0:00,288
14,0:05,182
11,0:10,174
9,0:15,270
13,0:20,156
11,0:25,279
11,0:30,134
8,0:35,222
3,0:40,266
11,0:45,119
8,0:50,160
7,0:55,210
8,1:00,209
6,1:05,255
5,1:10,287
2,1:15,142
10,1:20,180
4,1:25,167
9,1:30,235
4,1:35,164
6,1:40,200
6,1:45,179
6,1:50,244
6,1:55,195
3,2:00,188
5,2:05,237
5,2:10,172
7,2:15,215
2,2:20,253
4,2:25,172
8,2:30,173
2,2:35,213
3,2:40,226
4,2:45,205
4,2:50,139
3,2:55,189
2,3:00,276
2,3:05,211
4,3:10,205
4,3:15,250
7,3:20,162
5,3:25,194
4,3:30,224
8,3:35,219
4,3:40,155
8,3:45,137
2,3:50,180
8,3:55,184
8,4:00,231
10,4:05,165
11,4:10,194
16,4:15,199
15,4:20,243
12,4:25,108
15,4:30,141
25,4:35,171
27,4:40,226
34,4:45,152
20,4:50,149
34,4:55,176
41,5:00,185
40,5:05,195
50,5:10,299
40,5:15,261
61,5:20,397
58,5:25,290
65,5:30,287
64,5:35,252
86,5:40,501
90,5:45,332
77,5:50,382
98,5:55,389
89,6:00,445
102,6:05,435
101,6:10,581
122,6:15,739
120,6:20,330
136,6:25,512
127,6:30,758
152,6:35,1321
163,6:40,1188
169,6:45,626
163,6:50,821
139,6:55,509
166,7:00,885
137,7:05,927
132,7:10,422
142,7:15,772
116,7:20,699
110,7:25,542
111,7:30,536
86,7:35,382
93,7:40,217
75,7:45,336
78,7:50,276
94,7:55,501
100,8:00,388
91,8:05,257
90,8:10,428
79,8:15,409
90,8:20,308
77,8:25,479
106,8:30,497
91,8:35,416
100,8:40,305
101,8:45,449
79,8:50,418
92,8:55,316
90,9:00,506
98,9:05,315
86,9:10,410
92,9:15,473
102,9:20,909
99,9:25,378
116,9:30,787
109,9:35,760
113,9:40,723
109,9:45,572
123,9:50,458
95,9:55,370
117,10:00,447
112,10:05,683
100,10:10,354
108,10:15,765
102,10:20,823
107,10:25,803
85,10:30,286
111,10:35,774
97,10:40,257
101,10:45,788
118,10:50,626
101,10:55,342
116,11:00,463
104,11:05,554
92,11:10,273
98,11:15,388
111,11:20,369
111,11:25,659
93,11:30,359
118,11:35,475
117,11:40,527
121,11:45,571
104,11:50,534
93,11:55,346
104,12:00,749
99,12:05,308
113,12:10,387
105,12:15,663
108,12:20,440
89,12:25,538
101,12:30,788
91,12:35,499
96,12:40,448
100,12:45,845
109,12:50,506
96,12:55,343
89,13:00,336
70,13:05,366
104,13:10,302
110,13:15,390
90,13:20,519
107,13:25,523
119,13:30,288
102,13:35,720
104,13:40,696
104,13:45,634
91,13:50,299
119,13:55,570
107,14:00,411
108,14:05,568
98,14:10,400
120,14:15,344
113,14:20,255
107,14:25,645
107,14:30,851
125,14:35,595
109,14:40,458
122,14:45,876
89,14:50,505
108,14:55,490
103,15:00,538
103,15:05,784
115,15:10,659
108,15:15,778
99,15:20,302
107,15:25,393
103,15:30,596
86,15:35,372
96,15:40,392
112,15:45,635
108,15:50,776
93,15:55,513
106,16:00,466
100,16:05,781
91,16:10,398
102,16:15,521
93,16:20,279
90,16:25,548
83,16:30,422
87,16:35,236
99,16:40,463
105,16:45,311
85,16:50,441
90,16:55,532
97,17:00,347
93,17:05,497
92,17:10,350
99,17:15,406
96,17:20,496
82,17:25,358
95,17:30,409
93,17:35,393
85,17:40,356
88,17:45,264
96,17:50,507
75,17:55,278
86,18:00,506
77,18:05,341
67,18:10,327
85,18:15,546
111,18:20,639
91,18:25,308
97,18:30,389
91,18:35,379
96,18:40,329
82,18:45,276
100,18:50,821
82,18:55,447
76,19:00,475
72,19:05,386
83,19:10,420
90,19:15,408
95,19:20,500
96,19:25,197
92,19:30,444
100,19:35,480
73,19:40,417
82,19:45,430
79,19:50,334
79,19:55,353
79,20:00,436
87,20:05,341
80,20:10,331
79,20:15,536
76,20:20,448
65,20:25,321
84,20:30,414
60,20:35,406
63,20:40,424
49,20:45,164
63,20:50,194
51,20:55,412
44,21:00,258
50,21:05,448
64,21:10,220
64,21:15,207
67,21:20,334
53,21:25,432
52,21:30,491
53,21:35,473
54,21:40,239
46,21:45,134
51,21:50,386
41,21:55,182
36,22:00,116
48,22:05,201
35,22:10,170
46,22:15,202
32,22:20,205
34,22:25,208
35,22:30,225
33,22:35,201
39,22:40,259
31,22:45,156
24,22:50,139
